,text,character
17936,"Solid C-cup, perky bounce.",Ted
17937,Momentary grudging respect.,Barney
17938,"Zoey does what she believes is right, and I want to do the same thing. We have to find a new site for this building.",Ted
17939,"Ted, that is never gonna happen.",Barney
17940,"Well, I can't tear down The Arcadian. I'm sorry, but I'm off the project.",Ted
17941,Hey.,Ted
17942,"Well, you really got to me the other night. I want to get involved with &quot;Save The Arcadian.&quot;",Ted
17943,"She was really hot, okay?",Ted
17944,How the hell could you do that?,Ted
17945,Simple. I rented the chair. The bunny was here already. That was lucky. I waited to do the dramatic swivel until I heard your key enter the door.,Barney
17946,"The billboard, Barney.",Ted
17947,"I had to. Now that you have no sh*t with the girl, you'll realize you never cared about the building, and everything can go back to normal.",Barney
17948,You're wrong. I do care. And I'm still quitting.,Ted
17949,"Don't you get it, Ted? We're tearing down The Arcadian either way. It's a stupid old piece-of-crap, run-down, snake-infested dump!",Barney
17950,"Okay, are there or aren't there snakes?!",Ted
17951,Who mentioned snakes?! And stop shouting! You're scaring Cottontail.,Barney
17952,You named the rabbit?,Ted
17953,"You took longer to get here than I thought, we bonded, I'm keeping her. The point is, you now have a chance to design your own building. Dude, you can do whatever you want with it.",Barney
17954,You're right. You're right. I can design it however I want.,Ted
17955,So you're back in?,Barney
17956,Yeah.,Ted
17957,"Ugh, he thinks I like this...But it feels disgusting.",Lily
17958,"Uh, it looks disgusting.",Robin
17959,"Uh, is this working for you?",Marshall
17960,"&quot;Uh, is this working for you?&quot;",Lily
17961,"Oh, of course, because what woman doesn't like being slobbered on while some giant paws at her nether regions like Lenny from Of Mice and Men?",Robin
17962,"Oh, you're bad.",Lily
17963,More Cosmos?,Robin
17964,I can't... I can't do this! I can't stop thinking about you and Robin!,Marshall
17965,"Oh, I've had that a couple times. Just lean into it and let it fuel things.",Lily
17966,"Look, no. You know what? Why don't you just... Why don't you just call Robin, okay, and have a good laugh about it? Whoa! Traction could have prevented that.",Marshall
17967,"Well, that explains a few voicemails. Listen, Zoey, I think we can save The Arcadian. No. Maybe not in the way you were picturing, but I stayed up all night working on a new concept, all right? What if my design could incorporate The Arcadian's facade into the new GNB headquarters?",Ted
17968,Are you married?,Ted
17969,This isn't about the girl. It's about the building.,Ted
17970,"Yeah, it was about the girl.",Ted
17971,"This wouldn't work. Zoey, The Arcadian was a really great building once, but it's falling apart, and it's full of snakes.",Ted
17972,I don't recall saying snakes.,Ted
17973,"Then he gets this panicked look on his face, says, &quot;I can't do this,&quot; and storms out.",Lily
17974,"Wow, that is weird.",Robin
17975,But here's the crazier part.,Lily
17976,No. You know what? Papa don't back down from a fight. So why don't you tell Robin... about this!,Marshall
17977,"It was amazing. He was passionate, animalistic, a complete stud.",Lily
17978,"Wow. So he's right there making you say all this, huh?",Robin
17979,"Yup. &quot;'You're like a Greek god, I moaned, as the...&quot; I can't read that, baby.",Lily
17980,&quot;Musky scent of man.&quot;,Marshall
17981,&quot;As the musky scent of man and Marshall's sure-footed traction intoxicated and overpowered me.&quot;,Lily
17982,That sounds real.,Robin
17983,How's it going with Robin?,Marshall
17984,Really? Why? You with her?,Marshall
17985,"Hey, what's not for everyone?",Ted
17986,"Guys, come on. What is it?",Marshall
17987,"I... What do you think it was, Murray?",Marshall
17988,"So, have you guys landed on a name yet?",Marshall
17989,"Stuart, you are so... That's not gonna be us, right? I mean, how hard can it be to name a baby?",Marshall
17990,"Right? I mean, just look at her. Yeah. She's clearly a...",Lily
17991,Emily.,Marshall
17992,Lisa.,Lily
17993,Lisa?!,Marshall
17994,Emily?!,Lily
17995,Okay! I made a list of awesome baby names. Starting at the top: number one...,Marshall
17996,"I'm gonna stop you right here, Marshall. You name a chubby white kid &quot;LeBron,&quot; and he's the one getting stuffed in the basketball hoop.",Ted
17997,"Then I'm also crossing off, um, &quot;Shaquille&quot;... Mm-hmm. &quot;Hakeem,&quot; and &quot;Dikembe.&quot; Hey, what about &quot;Rob&quot;?",Marshall
17998,&quot;Rob&quot;? No.,Lily
17999,Why not?,Marshall
18000,"Hey, Rob. What are you gonna make? A turkey?",Lily
18001,Not &quot;Rob.&quot;,Lily
18002,"um, how about &quot;Ryan&quot;?",Marshall
18003,Ooh.,Ted
18004,Not &quot;Ryan.&quot;,Lily
18005,&quot;Johnny?&quot;,Marshall
18006,"Hey, where's the goldfish?",Lily
18007,Not &quot;Johnny.&quot; Or &quot;Gil.&quot;,Lily
18008,&quot;Jeremy.&quot;,Marshall
18009,"Jeremy, no!",Lily
18010,Definitely not &quot;Jeremy.&quot; His stuff was so derivative.,Lily
18011,"Well, I mean, geez, Lily.",Marshall
18012,"Well, whatever you do, do not name your baby &quot;Becky,&quot; right?",Robin
18013,Why? What?,Marshall
18014,Becky. My new co-anchor? Don't you guys ever watch the show?,Robin
18015,"Oh, honey, I really try.",Lily
18016,Our DVR won't recognize it as a television program.,Marshall
18017,"I watched. Robin insisted I confirm how &quot;awful&quot; Becky is, so last night I checked it out.",Ted
18018,"Peace talks in the region have been described as, &quot;productive.&quot; Becky?",Robin
18019,"Becky, we're-we're journalists. We can't get emotional about the news, we...",Robin
18020,"Well, if you read the story, we might find out.",Robin
18021,"Okay, no holds barred-- what'd you think of Becky?",Robin
18022,Mmm... <em>(muttering)</em> I thought she was charming.,Ted
18023,"You, too? Can somebody please explain to me why the little girl act works on men?",Robin
18024,You want the long version or the short version?,Barney
18025,Short version.,Lily
18026,Short version. Who's your daddy?,Barney
18027,"You know, when you think about that, that phrase is really creepy.",Lily
18028,"No, it's not. It's fun. Here, watch this. Hey, Lily... Who's your daddy?",Marshall
18029,"Okay, uh, let me get this straight. So, in, uh, in this scenario, because you make such sweet love to Lily, she is now your daughter.",Robin
18030,"No, she is not my daughter. I'm just her daddy.",Marshall
18031,Wow. That is disgusting.,Ted
18032,"Exactly. And it's not like the opposite would work. There's no way a guy could pick up a girl, going around talking like a little boy.",Robin
18033,Challenge accepted.,Barney
18034,No.,Robin
18035,"I, Barney Stinson, will pick up a girl whilst talking like a little boy.",Barney
18036,Okay. Here's my list of baby names.,Lily
18037,Oh.,Marshall
18038,What about &quot;Tara&quot;?,Lily
18039,"No. Not &quot;Tara.&quot; Tara was the hottest girl in my high school. We were all, like, obsessed with her.",Marshall
18040,We didn't just talk about her and fantasize about her... We wrote songs about her.,Marshall
18041,Not &quot;Tara.&quot;,Marshall
18042,What about &quot;Esther&quot;?,Lily
18043,"Oh. Oh. Hey, Barney. That prime rib was surprisingly good, but it's 10:30 in the morning. I don't need to see a lady get naked and dance.",Marshall
18044,"Oh, Esther gets naked. But she doesn't dance.",Barney
18045,Then what does she do? Sweet mother nature!,Marshall
18046,That was my card!,Barney
18047,Not &quot;Esther.&quot; I need a drink. Ted? Ted?,Marshall
18048,"Marshall, your list is entirely boy names. You do realize there's roughly a 50% chance of you having a daughter, right?",Ted
18049,"Okay, honestly, I've never thought about having a girl. I don't want to think about having a girl. Tara, Esther -- can you imagine being one of those girls' dads?",Marshall
18050,"I have no idea how to raise a daughter! What if she makes bad choices? I mean, what if she winds up dating some... Oh, God.",Marshall
18051,I don't want a girl. I just want a little boy.,Marshall
18052,"It's not what it sounds like, folks.",Ted
18053,"Hey, Mom. Hey, Dad.",Marshall
18054,"Oh, okay, um... You guys, you're a little too close to the camera. Can you back up a bit?",Marshall
18055,"Every time. Um, can you just sit in front of the computer like normal human beings? Perfect! Perfect.",Marshall
18056,"Um, to be honest, I'm getting a little freaked out about the idea of having a daughter. I know you two probably aren't the right people to talk to about this. You had all boys.",Marshall
18057,"I'm in a computer, Mom.",Marshall
18058,"Okay... No offense, Dad, but I doubt there's any scientific data to support--",Marshall
18059,Members of the G-8 convened today in Vienna to discuss plans to fight climate change by re... What?,Robin
18060,"Hey, Becky, Becky, this is our news segment, okay? Nobody cares what you did yesterday.",Robin
18061,Mike!,Robin
18062,"Okay, back to the G-8 conference. Hello? Mike, can I get in the sh*t? Fantastic.",Robin
18063,Wait-- did you go out with Ted Mosby?,Robin
18064,"In other news, later today, a Manhattan architect gets punched in the throat.",Robin
18065,Ow!,Ted
18066,"Ted, of all the women in New York, you had to go out with an eight-year-old girl?",Robin
18067,"Not what it sounds like, folks.",Ted
18068,"Ted, you know that I hate her. How could you go out on a date with this girl?",Robin
18069,It wasn't a date. She came over to the apartment looking for you.,Ted
18070,Aww...,Ted
18071,"Let me guess: she acted like a helpless little girl, and you stepped in as the big, strong man.",Robin
18072,I don't know if that's totally true.,Ted
18073,"It's okay, little darlin'.",Ted
18074,"Hey, hey, hey, hey. Spiders gotta die so trees can grow.",Ted
18075,"Then I held her tight and told her it was all gonna be okay. By the way, I think I only wounded the spider. It crawled off into my bedroom.",Ted
18076,Wait. Is that why you slept on the couch last night?,Robin
18077,"(<em>scoffing</em>) Yeah, I slept.",Ted
18078,I'm dying out here. Talking like a little boy is not working with the ladies.,Barney
18079,"(<em>in childlike voice)</em> Wow, lady. You got some tig ol' bitties! Gosh! Your body's a perfect... this many. <em>(To another girl)</em> Hi. Do you want to wrestle with our special bathing suit places? Come on!",Barney
18080,"Mm, I just need two seconds, baby.",Marshall
18081,"I know you think that's a compliment, but I'd rather you took your time.",Lily
18082,"No, um... I'll be right back.",Marshall
18083,"This is ridiculous. <em>(He imagines his daughter, pregnant et in a wedding gown)</em>",Marshall
18084,"<em>(little boy voice)</em> Hey, want to have a three-way with me and my imaginary friend? His name's Otis. Hey, hey, want to come to my house and play telephone? I got the string; you got the cans. (giggles) I wet myself! Will you change me? Can't blame her on that one. Guys... I have some terrible, terrible news. I, Barney Stinson, can't pick up a girl whilst talking like a little boy. Challenge forfeited.",Barney
18085,"Yeah, we don't care about this...",Robin
18086,"No one challenged you, so it wasn't really a challenge.",Ted
18087,<em>(whispers)</em> I'm sorry.,Barney
18088,Challenge accept...,Barney
18089,"Wow, I'm glad that's over. It was creepy watching Barney talk like a little kid.",Ted
18090,"Oh, but you find it irresistible when Becky does? I don't get it. The Ted that I went out with was attracted to the kind of woman who could use a steak kn*fe without supervision.",Robin
18091,"For your information, Becky doesn't like steak, she likes pasghetti. Spaghetti. And more importantly, she makes me feel needed.",Ted
18092,Needed? (scoffs) She makes training wheels feel needed.,Robin
18093,"Hey, it's nice to feel needed. And you know what? It's not a feeling guys get when they're with you.",Ted
18094,Okay. <em>(He dunks your man sack in a big old bowl of ice)</em> Mm-hmm.,Marshall
18095,Eriksen!,Marshall
18096,"When we were dating, I... I didn't make you feel needed?",Robin
18097,Come on! You always took charge of everything.,Ted
18098,I got this.,Robin
18099,Thanks.,Ted
18100,This okay? Am I hurting y...,Ted
18101,I got this. Whoa!,Robin
18102,Someone's trying to break in-- call the cops.,Ted
18103,I got this.,Robin
18104,Did that really bother you?,Robin
18105,"Well, yeah. It's nice to be needed. Look, I'm sorry. (<em>phone chimes)</em> I didn't mean to upset you. It's Becky. Aw, she's trapped in a revolving door.",Ted
18106,I got this.,Robin
18107,Yeah.,Ted
18108,<em>(goofy voice)</em> Let's make a baby!,Marshall
18109,"Whoa! Baby, you're packing snowballs, and your breath smells like a mermaid fart.",Lily
18110,"Loving the dirty talk-- but you know what's even hotter? If we face this-a-way. Ooh, we're bad.",Marshall
18111,"Wait... hey, baby, why are you facing me north? You're trying to make us have a boy.",Lily
18112,"I... can ex... How do you know about the north thing? Um, um... And what are you doing with those lemons?",Marshall
18113,You're trying to make us have a girl! You are trying to make us have a girl.,Marshall
18114,"All my least favorite students have been boys. So I Googled &quot;how to make a girl some really weird stuff came up but finally, I found this conception Web site that said you should point south at the moment of conception... eat a lemon......and heat up your lady parts to a balmy 105 degrees. <em>(blow-dryer whooshing</em>) Ooh... ah... Oh, that's not bad.",Lily
18115,"Lily, how could you do... exactly the same thing I did? You're supposed to be the sane one.",Marshall
18116,See that? Another boy expecting a woman to clean up his mistakes. That's why girls are way better than boys.,Lily
18117,"Oh, really. Well, then how come whenever there's a creepy kid in a horror movie it's always a little girl? Or twin girls, who speak... (<em>eerily</em>): in unison.",Marshall
18118,"Oh, well, what about Chucky?",Lily
18119,"Okay, A) He was a doll; B) He was possessed by an adult serial k*ll; and C) How could you bring up Chucky right before bed?",Marshall
18120,Hey.,Robin
18121,Hey.,Barney
18122,"Hey. Um, when we were dating, did... did I make you feel needed?",Robin
18123,"No, I didn't feel like you needed me at all.",Barney
18124,"That's what I thought. Uh, I'm sorry.",Robin
18125,"Wait, where are you... That's a compliment. You are the least needy woman I've ever met-- that's awesome. I mean, no guy's gonna say &quot;Who's your daddy?&quot; to Robin Scherbatsky. You're your own daddy. And mommy. And weird survivalist uncle who lives in a cabin with a g*n blaming stuff on the government. And that is what makes you the most... amazing, strong... independent woman I've ever banged.",Barney
18126,"Thanks, Barney. You know, um... there's something that I wanted to ask you, and I don't really know how to say it so... here goes. Who's the crazy chick in the apron?",Robin
18127,"(baby voice): Uh-oh, I'm in &quot;twubble.&quot;",Barney
18128,"Last night, after admitting defeat, I just let myself go.",Barney
18129,No! It's my ice cream; you can't have any.,Barney
18130,"Challenge completed! <em>(chuckles)</em> Now, uh, can you get this freak out of here? I'm really scared.",Barney
18131,I got this.,Robin
18132,"Oh, so you finally agreed on a name?",Lily
18133,Esther? That's beautiful.,Marshall
18134,We're idiots.,Lily
18135,"Baby, names and gender, it's just, like... it's some way of giving ourselves the illusion that we have any control whatsoever. I- I just want a healthy, happy, 12-pound--",Marshall
18136,Whoa.,Lily
18137,Ten-pound? Eight-pound?,Marshall
18138,"I guess, but, dude, you're writing checks my vagina can't cash.",Lily
18139,I love you. And I'm gonna love the crap out of whatever baby we have.,Marshall
18140,"Me, too.",Lily
18141,"You know what? We should just think of a name that's good for either a girl or a boy. Like, um...",Marshall
18142,Marshall... we just named our baby. Jamie.,Lily
18143,Not Jamie.,Lily
18144,"Shoe's untied. I got it. Yeah, this is over.",Ted
18145,"And so, due to one architectural oversight, the Toledo Bridge Disaster of 1906 claimed the lives of 75 people. Now, I hate to stop while I'm on a roll, but happy Halloween, ya crazies!",Ted
18146,"Nah, I got a thing. But you kids have fun trick or treating. This is a treat.",Ted
18147,Did it hurt?,Lily
18148,What?,Ted
18149,Getting that kid's nose surgically removed from your ass.,Lily
18150,"It's not her nose that's in my ass, Lily, it's her heart. My class loves me; I-I'm really making an impression on those guys. I'd like to make impression on those guys.",Ted
18151,"Man, I love the office Halloween party. It is so much sluttier than the office Christmas party. Though not as freaky as the office President's Day Rave. Or the office Tu B'Shvat Pajama Jammy-Jam.",Barney
18152,"Hey, Randy. Uh, you want a beer?",Marshall
18153,I wouldn't consider any part of that bragging.,Barney
18154,Robin?,Ted
18155,Robin has another party to go to.,Lily
18156,But she might stop by later.,Lily
18157,"Look at them heading home after their dirty, filthy hookups.",Marshall
18158,(shudders) Looks like that bee got busy.,Barney
18159,Looks like that French maid didn't turn down somebody's bed.,Ted
18160,"Oh, looks like Pocahontas has a couple of wounded knees.",Marshall
18161,"Come on, Marshall.",Ted
18162,That's a line.,Barney
18163,"No, it's because of the...",Marshall
18164,We get it.,Ted
18165,Does it get any better than this?,Barney
18166,"Uh, yes. (<em>Robin arrives)</em> Yes, it does.",Ted
18167,Crap.,Robin
18168,There she is Florence Night-In-Bed-With-A-Stranger.,Barney
18169,"So, who's the lucky patient?",Lily
18170,I don't want to talk about it.,Robin
18171,Please tell me you're not hooking up with one of your co-anchors again.,Ted
18172,My co-anchor's a woman.,Robin
18173,Please tell me you are hooking up with one of your co-anchors again. (laughing),Barney
18174,You did a commercial?,Robin
18175,You're a journalist! Don't you want to be taken seriously?,Robin
18176,"Okay, well, if you really think this is going to help your image.",Robin
18177,"Robin, you gotta not worry so much about being liked.",Ted
18178,"Oh, easy for you to say. Everybody loves you at your job.",Robin
18179,Hmm... Boo... freakin'... hoo.,Ted
18180,"Architecturally significant?! Zoey, you're very pretty. Your hair smells great.",Ted
18181,You don't know the first thing about architecture.,Ted
18182,"I'm a professor, okay? I teach this stuff at one of the best colleges in the country. I don't go down to your place of non-employment and lecture you about how your little protest is a misguided waste of time, except whoops, I just did. Ha-burn.",Ted
18183,"Well, I should head up.",Ted
18184,I care about our precious Earth.,Barney
18185,"Yeah. Okay, get that camera out of my face before I flip you like a cheese omelet.",Marshall
18186,All you have to do is say &quot;I care about making dreams come true.&quot;,Barney
18187,"First of all, that line makes me sound like a hooker and saying it makes me feel like a hooker, so.",Marshall
18188,Everyone is in this video. Randy's in the video.,Barney
18189,"Wait. Randy, did you send the Hermanson contracts downtown?",Marshall
18190,They never arrived at the downtown office.,Marshall
18191,You shredded them?!,Marshall
18192,That's not an expression! That has never been an expression!,Marshall
18193,I'll say this: There is no quit in that guy. You should fire him.,Barney
18194,"Okay, that, that right there. That attitude is exactly why I won't be in your video. Because GNB doesn't care. They hand out pink slips like they're hors d'oevres. Just last week, I was talking to Arthur...",Marshall
18195,"GNB treats people like they're disposable, and I will not be a part of that. Marshall Eriksen does not fire people, period.",Marshall
18196,Period.,Marshall
18197,Just tell me who you slept with!,Lily
18198,"Lily, I don't want to get into it, okay?",Robin
18199,"Aha, it's someone we know. If it was some ding dong we didn't know, you'd just give me his name.",Lily
18200,Fine. It's Bill Pepper.,Robin
18201,Bill Pepper? Mm-hmm. Kind of a coincidence there happens to be a bill and a pepper shaker here on the table. Any chance you and Bill had a three-way with Fork Napkin? It's someone we know!,Lily
18202,"So, I'm assuming you all read the chapters on the Greek Revival architecture. Any questions?",Ted
18203,What are you doing here?,Ted
18204,"Very well, then, let's get started. (clears throat) Some examples of Greek Revival architecture...",Ted
18205,No.,Ted
18206,Getting back to Greek Revival...,Ted
18207,I lost them.,Ted
18208,"Look, you're new at teaching. In my kindergarten class, I have had plenty of troublesome students. Like Johnny Marley...",Lily
18209,Johnny? Johnny!,Lily
18210,He and that little stuffed horsey raised all kinds of hell. But I have a simple method for shutting down troublemakers. You know that '98 Taurus that's always parked outside? The one with the really annoying alarm?,Lily
18211,We're familiar with it.,Ted
18212,"Well, when a kid like Johnny acts up in my class...",Lily
18213,Shuts them right up.,Lily
18214,"Lily, my students are adults, and I treat them that way. I'll just give them more candy and make them a mix CD. Problem solved.",Ted
18215,"Oh, baby, what's wrong?",Lily
18216,Something bad happened.,Marshall
18217,"Randy, hey, have you seen the...",Marshall
18218,That's the Hermanson contract?,Marshall
18219,I need the Filbert contract!,Marshall
18220,"Sorry, Randy, but... this just isn't working out.",Marshall
18221,"Marshall popped his cherry! Oh! Come on, Marshall, you have to admit, the guy was a disaster. I mean, it reflected badly on the company. He was an embarrassment. A huge embarrassment.",Barney
18222,You slept with Randy!,Lily
18223,What?!,Robin
18224,"Why, it's elementary, my dear Scherbatson.",Lily
18225,"Your co-host is getting super-popular because of her stupid commercial, &quot;Boats! Boats! Boats!&quot; So, when you arrived at the GNB party after we left, you were feeling vulnerable and drunk. Then, from across the not-so-crowded conference room, your eyes met. And as we all remember... Randy has a unique condition.",Lily
18226,"Yeah, your nose is bleeding like a faucet.",Robin
18227,That's...exactly what happened.,Robin
18228,"See, Marshall, if getting fired is an execution, at least the guy had a last meal. I promise you, tomorrow you'll feel a lot better.",Barney
18229,"Randy, hey, what's going on?",Marshall
18230,Thank you. So where you headed now?,Marshall
18231,No!!,Marshall
18232,"It's okay, baby.",Lily
18233,"Arthur, I'm here because I made a mistake. I fired Randy yesterday.",Marshall
18234,"No, sir, that is what's wrong with this company. How can we say &quot;GNB Cares,&quot; and then turn around and treat someone like that? I mean, sure, he made a few mistakes but everybody makes mistakes. Like, like Tugboat here. Aw. I bet you he's made some mistakes. And you didn't fire Tugboat, did you?",Marshall
18235,Exactly-- kind of. Randy doesn't need to be fired. He needs to be fixed.,Marshall
18236,"No, sir, I'm saying instead of getting rid of someone when they screw up, we should... we should help them. We should nurture them.",Marshall
18237,"Guys, Prof Rock is a really good mix, okay?",Ted
18238,Boo... freakin'...,Ted
18239,"The one day I miss the sack circle, you guys sub her in?",Ted
18240,No. I was returning a hot dog costume that you all enjoyed.,Ted
18241,And did it work?,Lily
18242,"Like gangbusters. We're buddies again. After class, we hacked a little sack to the thumpin' strains of my Prof Rock CD. And no, none of them had heard the Pixies B-side. Actually, none of them had heard of the Pixies. Or a B-side.",Ted
18243,"Uh-oh. I know that smile. Lily, there's no easy way to say this. Marshall's dead. Randy m*rder him.",Barney
18244,No. I know why Randy is smiling. You're smiling because of Robin.,Lily
18245,"I'm trying to eat here, buddy.",Ted
18246,No. Because you slept with her on Halloween.,Lily
18247,You didn't sleep with her?,Lily
18248,So why are you smiling?,Lily
18249,This just isn't working out.,Marshall
18250,"Randy, great news! You're not fired!",Marshall
18251,"Good morning, everybody... Where's my class?",Ted
18252,"I got you your job back, Randy. I thought that you'd be happy.",Marshall
18253,"Well, then quit. No one's stopping you.",Marshall
18254,"Well, I'm sorry Randy, but that's called fraud.",Marshall
18255,"Even if I wanted to fire you, after my talk with Arthur...",Marshall
18256,"Listen, Randy, I'm sorry, but I broke my own moral code once and I felt evil. I will not let GNB change me. I will never fire anyone again ever.",Marshall
18257,"Anyhoo, while I got you-- big smile. &quot;We care about making dreams come true,&quot; in three, two...",Barney
18258,What are you doing?,Marshall
18259,"No, it's actually, um, nice having some of this clutter off my desk. So thank you, Randy.",Marshall
18260,"I don't know what I'm going to use this for, but it's great stuff.",Marshall
18261,I've been meaning to clean out that file cabinet for ages.,Marshall
18262,"I'm not even here. Randy, the coffee.",Barney
18263,"Oh! Okay. Okay. Thank you, Randy. I've been meaning to cut back on my caffeine.",Marshall
18264,"Here, try this, but really go for it. Remember, this guy ruined your life.",Barney
18265,That's just the pick-me-up I needed.,Marshall
18266,"Speaking of pickups, can we try the first one again?",Barney
18267,Hello.,Lily
18268,It didn't work. They hate me. How do I get them to like me again?,Ted
18269,"You don't. Ted, you're their teacher. The only people that like their teachers...",Lily
18270,I like my teachers.,Ted
18271,"...are dorks. Except for you, Miles. Ted, you just have to learn to embrace their hatred. Because behind that hatred lies fear. And you can use use that fear, like I did with Johnny Marley.",Lily
18272,Was there more to that story?,Ted
18273,A little bit.,Lily
18274,"Lily, you're a psychopath.",Ted
18275,"A little bit. Oh, a panda!",Lily
18276,Anyone not in class tomorrow gets an &quot;F.&quot;,Ted
18277,You said that?,Lily
18278,"Well, technically, they'd get an incomplete, but I thought &quot;F&quot; had a nice, scary ring to it. Right?",Ted
18279,Yeah.,Lily
18280,"Hey, guys.",Robin
18281,"Robin, who'd you sleep with?",Lily
18282,I told you-- Randy. He was a machine.,Robin
18283,"Where's the poop, Robin?",Lily
18284,"Fine. I didn't sleep with anyone. The thing is, ever since Becky did that commercial, everyone at work loves her. So, the day after Halloween, I was in a commercial.",Robin
18285,What... Why didn't you tell us?,Ted
18286,I'm going to the bathroom right now.,Robin
18287,Say... &quot;Ah...&quot;,Robin
18288,Wow! I can't wait to see it.,Ted
18289,"Well, hopefully you never will. They said that they might not even use it.",Robin
18290,You think working here is my dream?,Marshall
18291,Randy. This is delicious. You're fired.,Marshall
18292,I care about making dreams come true. You got what you need?,Marshall
18293,Yep. That's a wrap.,Barney
18294,She ruined crossword day! I can't believe this. She singles me out by name. Calls me a &quot;fat cat.&quot; Me and my &quot;fat-cat friends.&quot; We're not fat cats.,Ted
18295,"Exactly. I say, Marshall, my good man, how's my bow tie?",Barney
18296,"Impeccable, old bean. To industry!",Marshall
18297,"Ah, bully!",Barney
18298,"Look at us, huh? In tuxedos? Can you imagine if our college selves saw us like this?",Marshall
18299,They'd pelt us with their Phish bootlegs.,Ted
18300,"Yeah, we were pretty anti-establishment back then. Oh, God, remember Russell?",Marshall
18301,"Nice monkey suit, Russell.",Marshall
18302,"Oh, I'm sorry, I can't hear you with that corporate noose around your neck. And don't even try showing up to the drum circle this weekend.",Marshall
18303,"Oh, hey. You guys seen Russell? I'm supposed to drive him to his mom's funeral.",Ted
18304,I wish I knew you guys back then. You know why? Because you can't kick a story in the nuts.,Robin
18305,"Hey, we're still those people. One of these days, Marshall's going to quit his job and go to work for the NRDC, and save the world, right, baby?",Lily
18306,"Absotively. But let's just remember, I mean, nobody's the same as they were in college. You know, it's like, I wear a suit to work every day.",Marshall
18307,"Well, yeah, but you wear it ironically, like Ted's fanny pack.",Lily
18308,"Next time we go to Great Adventure, you're carrying your own sunblock.",Ted
18309,"Ooh! I love this exhibit. One time when I was a kid, this room was closed for cleaning, so I snuck under the rope.",Lily
18310,"Wow, that's pretty cool. When I was a kid, I knocked down the blue whale.",Barney
18311,"Okay, the giant blue whale hanging from the ceiling?",Marshall
18312,"I was six. My uncle Jerry brought me here for the day. He said, &quot;Don't touch anything&quot;. To a kid. That's like someone telling us &quot;Don't look at that girl's perky and impossibly symmetrical knockers.&quot;",Barney
18313,Not bad.,Robin
18314,"So, naturally, I snapped the rib off a triceratops, blahbity-blahbity-blue, I knocked down the whale. I'm surprised security didn't stop me on the way in.",Barney
18315,"Well, I'm sure they don't remember. I mean, it's been like 30 years since that completely made-up story didn't happen.",Robin
18316,It happened. And these people don't forget. This is not the Natural Stuff That Happened No More Than Five Minutes Ago Museum. Huh?,Barney
18317,The Captain?,Marshall
18318,The Captain?,Barney
18319,Ahoy.,Barney
18320,"Ahoy, The Captain.",Marshall
18321,"Thank you, The Captain.",Marshall
18322,Challenge accepted.,Barney
18323,Wow. &quot;The future of Goliath National Bank&quot;?,Lily
18324,"I know, it's so, uh... You know, I totally forgot to tell you, but, um, the other day, Arthur offered me a five-year contract.",Marshall
18325,"Oh, well, don't turn him down here in public. I broke up with Scooter at the prom. Right before the picture, too.",Lily
18326,"So whatever you do, don't tell him here tonight, 'cause...",Lily
18327,I think I'm going to say yes.,Marshall
18328,"Ah, that's the stuff.",Barney
18329,"I didn't realize you were small potatoes. And to be clear, I am referring to your testicles.",Robin
18330,Impressive. Try this on for size.,Barney
18331,You want to dance? Let's dance.,Robin
18332,I live for the dance.,Barney
18333,Get... your other hand... off my ass.,Robin
18334,"Sorry, sorry.",Barney
18335,"What do you mean, you're going to say yes?",Lily
18336,I-I want to keep working at GNB.,Marshall
18337,But I thought that you...,Lily
18338,"Guys, guys, guys? Architecture fun fact: If you stand right here, and you whisper, a person all the way across the other end of the room hears it like you're standing right next to them. It's one of the most sophisticated pieces of acoustical design in the world. Watch. (whispers): Diarrhea. Right? Right?",Ted
18339,But a five-year contract. I thought you hated GNB.,Lily
18340,"Look, I don't hate all of it. Tonight's fun. Take a look around. I mean, this is pretty high-class.",Marshall
18341,"Zoey? Well, well, well.",Ted
18342,"So, what are we protesting tonight? Rising cost of jet fuel? The government's oppressive top hat and monocle tax?",Ted
18343,"Yeah, old stuff's great.",Ted
18344,"Mmm. Ah, this Scotch is good. How's your drink?",Robin
18345,"This is ridiculous. We are two grown adults standing among the greatest collection of natural artifacts in the Western hemisphere, and look at what we're doing.",Barney
18346,You're right.,Robin
18347,Want to go touch a bunch of stuff?,Barney
18348,"Yeah, I do.",Robin
18349,"So, Captain. How'd you get that name, anyway?",Ted
18350,"Well, pleased to meet you, Captain. I'm Galactic President Superstar McAwesomeville.",Ted
18351,"The boat? There's a boat? You must tell me about this boat, Captain.",Ted
18352,She!,Ted
18353,"Yes. The sea is all like, &quot;Ted, come hang out.&quot;",Ted
18354,"Man, I wish me and my dad were as close as you guys are.",Ted
18355,"No, if I wanted to make it personal, I'd call you a bored little trophy wife who likes to play activist when the shops on 5th Avenue are closed.",Ted
18356,"Down where? To the yacht club? Oh! I would love to. W-w-wait. I'm half Jewish, will that be a problem?",Ted
18357,So what about becoming an environmental lawyer? What about saving the world?,Lily
18358,"That was a great dream. But we have a mortgage, and we're trying to have kids. We're grown-ups now, Lily.",Marshall
18359,Wieners and gonads.,Ted
18360,What would College You say if he heard what you were saying right now?,Lily
18361,"Honestly? Probably something pretentious, and pseudo-intellectual, like...",Marshall
18362,Boogers.,Ted
